Date,Description,Amount,Category,PaymentMethod,Location,AccountType,TransactionType,DeviceUsed,Currency,MerchantType,LoyaltyProgram,Weekday,Month,TimeOfDay
06-11-2025,Transaction at McDonalds,922.83,Food,Net Banking,Delhi,Salary,Debit,Mobile,INR,Restaurant,Yes,Thursday,November,Evening
06-11-2025,Transaction at Amazon,6358.14,Online Shopping,Net Banking,Pune,Current,Debit,Desktop,INR,Online Store,No,Thursday,November,Night
06-11-2025,Transaction at Levis,7136.27,Clothing,Debit Card,Delhi,Current,Debit,Mobile,INR,Retail,No,Thursday,November,Night
06-11-2025,Transaction at BSNL,1266.88,Bills,Credit Card,Pune,Credit Card,Debit,POS Terminal,INR,Service,Yes,Thursday,November,Evening
06-11-2025,Transaction at ACT Fibernet,2261.65,Bills,UPI,Delhi,Savings,Debit,Mobile,INR,Service,Yes,Thursday,November,Morning
07-11-2025,Transaction at Barbeque Nation,1428.57,Food,Debit Card,Mumbai,Salary,Debit,Mobile,INR,Restaurant,Yes,Friday,November,Afternoon
07-11-2025,Transaction at Property Tax Online,817.58,Bills,Debit Card,Chennai,Salary,Debit,Desktop,INR,Service,Yes,Friday,November,Night
07-11-2025,Transaction at Amazon Prime,204.7,Entertainment,Net Banking,Bangalore,Current,Debit,POS Terminal,INR,Subscription,No,Friday,November,Evening
07-11-2025,Transaction at Meesho,9577.91,Online Shopping,Debit Card,Mumbai,Current,Debit,Mobile,INR,Online Store,No,Friday,November,Afternoon
07-11-2025,Transaction at Biba,2093.78,Clothing,Debit Card,Delhi,Salary,Debit,Desktop,INR,Retail,Yes,Friday,November,Morning
07-11-2025,Transaction at Allen Solly,1278.16,Clothing,Net Banking,Kolkata,Salary,Debit,POS Terminal,INR,Retail,No,Friday,November,Night
07-11-2025,Transaction at Rapido,1461.28,Transport,Credit Card,Mumbai,Credit Card,Debit,Mobile,INR,Service,No,Friday,November,Night
07-11-2025,Transaction at Burger King,461.6,Food,Credit Card,Bangalore,Savings,Debit,POS Terminal,INR,Restaurant,Yes,Friday,November,Night
07-11-2025,Transaction at Levis,5773.41,Clothing,Debit Card,Bangalore,Credit Card,Debit,Desktop,INR,Retail,No,Friday,November,Afternoon
07-11-2025,Transaction at Levis,4222.91,Clothing,Credit Card,Mumbai,Credit Card,Debit,Desktop,INR,Retail,No,Friday,November,Evening
07-11-2025,Transaction at Property Tax Online,3079.02,Bills,Debit Card,Kolkata,Salary,Debit,Desktop,INR,Service,No,Friday,November,Evening
07-11-2025,Transaction at Pantaloons,1345.01,Clothing,Debit Card,Pune,Credit Card,Debit,Desktop,INR,Retail,Yes,Friday,November,Evening
08-11-2025,Transaction at Pantaloons,6929.7,Clothing,UPI,Hyderabad,Current,Debit,Mobile,INR,Retail,Yes,Saturday,November,Evening
08-11-2025,Transaction at Zee5,669.21,Entertainment,Credit Card,Kolkata,Savings,Debit,POS Terminal,INR,Subscription,Yes,Saturday,November,Morning
08-11-2025,Transaction at Chai Point,1497.97,Food,UPI,Delhi,Current,Debit,POS Terminal,INR,Restaurant,Yes,Saturday,November,Afternoon
08-11-2025,Transaction at Airtel,3286.39,Bills,UPI,Delhi,Credit Card,Debit,POS Terminal,INR,Service,No,Saturday,November,Afternoon
08-11-2025,Transaction at Woodland,2482.68,Clothing,Credit Card,Pune,Savings,Debit,Desktop,INR,Retail,No,Saturday,November,Morning
08-11-2025,Transaction at KFC,1101.8,Food,Debit Card,Chennai,Credit Card,Debit,Desktop,INR,Restaurant,No,Saturday,November,Evening
08-11-2025,Transaction at Zee5,806.04,Entertainment,Credit Card,Mumbai,Savings,Debit,Desktop,INR,Subscription,No,Saturday,November,Evening
08-11-2025,Transaction at Nykaa,6814.9,Online Shopping,Credit Card,Pune,Savings,Debit,Mobile,INR,Online Store,No,Saturday,November,Night
08-11-2025,Transaction at BSNL,3956.82,Bills,UPI,Hyderabad,Salary,Debit,Mobile,INR,Service,Yes,Saturday,November,Morning
08-11-2025,Transaction at Star Bazaar,1809.78,Grocery,Net Banking,Delhi,Salary,Debit,Mobile,INR,Retail,Yes,Saturday,November,Night
08-11-2025,Transaction at Rapido,78.01,Transport,Debit Card,Kolkata,Savings,Debit,POS Terminal,INR,Service,No,Saturday,November,Night
08-11-2025,Transaction at Pantaloons,2350.47,Clothing,Credit Card,Hyderabad,Salary,Debit,Mobile,INR,Retail,Yes,Saturday,November,Night
08-11-2025,Transaction at Uber,909.95,Transport,Net Banking,Kolkata,Salary,Debit,Desktop,INR,Service,No,Saturday,November,Evening
08-11-2025,Transaction at Nature's Basket,4983.93,Grocery,UPI,Mumbai,Salary,Debit,Mobile,INR,Retail,Yes,Saturday,November,Evening
08-11-2025,Transaction at Meru Cabs,1797.69,Transport,Credit Card,Chennai,Credit Card,Debit,Desktop,INR,Service,Yes,Saturday,November,Evening
08-11-2025,Transaction at Gas Agency,358.14,Bills,Net Banking,Mumbai,Savings,Debit,Mobile,INR,Service,Yes,Saturday,November,Morning
09-11-2025,Transaction at Star Bazaar,942.88,Grocery,Debit Card,Bangalore,Salary,Debit,Desktop,INR,Retail,No,Sunday,November,Evening
09-11-2025,Transaction at Nilgiris,421.42,Grocery,UPI,Pune,Credit Card,Debit,Desktop,INR,Retail,No,Sunday,November,Evening
09-11-2025,Transaction at TSRTC,292.37,Transport,Credit Card,Mumbai,Current,Debit,Desktop,INR,Service,No,Sunday,November,Afternoon
09-11-2025,Transaction at Adidas,1745.8,Clothing,Credit Card,Kolkata,Savings,Debit,Desktop,INR,Retail,No,Sunday,November,Evening
09-11-2025,Transaction at Water Board,4641.14,Bills,UPI,Kolkata,Savings,Debit,Mobile,INR,Service,Yes,Sunday,November,Morning
09-11-2025,Transaction at Puma,3579.47,Clothing,Debit Card,Hyderabad,Current,Debit,Mobile,INR,Retail,No,Sunday,November,Afternoon
09-11-2025,Transaction at Aster,144.16,Healthcare,Net Banking,Mumbai,Credit Card,Debit,Mobile,INR,Service,Yes,Sunday,November,Afternoon
09-11-2025,Transaction at JioMart,3385.09,Grocery,UPI,Bangalore,Current,Debit,POS Terminal,INR,Retail,No,Sunday,November,Afternoon
09-11-2025,Transaction at Yulu Bikes,794.88,Transport,Debit Card,Delhi,Savings,Debit,Desktop,INR,Service,No,Sunday,November,Evening
09-11-2025,Transaction at Gas Agency,2512.27,Bills,UPI,Bangalore,Savings,Debit,Desktop,INR,Service,No,Sunday,November,Morning
09-11-2025,Transaction at Gas Agency,4209.88,Bills,Net Banking,Mumbai,Current,Debit,Desktop,INR,Service,Yes,Sunday,November,Afternoon
10-11-2025,Transaction at Vodafone Idea,5639.92,Bills,Credit Card,Kolkata,Current,Debit,POS Terminal,INR,Service,Yes,Monday,November,Evening
10-11-2025,Transaction at RedBus,938.31,Transport,Net Banking,Mumbai,Credit Card,Debit,POS Terminal,INR,Service,No,Monday,November,Night
10-11-2025,Transaction at Vodafone Idea,2414.34,Bills,UPI,Hyderabad,Savings,Debit,POS Terminal,INR,Service,Yes,Monday,November,Morning
10-11-2025,Transaction at DMart,789.55,Grocery,Debit Card,Bangalore,Credit Card,Debit,POS Terminal,INR,Retail,Yes,Monday,November,Night
10-11-2025,Transaction at Saravana Bhavan,1322.92,Food,Credit Card,Kolkata,Current,Debit,Mobile,INR,Restaurant,Yes,Monday,November,Evening
10-11-2025,Transaction at Airtel,4554.71,Bills,Debit Card,Chennai,Current,Debit,POS Terminal,INR,Service,No,Monday,November,Evening
10-11-2025,Transaction at IRCTC,9180.06,Travel,Net Banking,Pune,Current,Debit,Desktop,INR,Service,Yes,Monday,November,Evening
10-11-2025,Transaction at Woodland,6977.13,Clothing,UPI,Bangalore,Savings,Debit,Desktop,INR,Retail,Yes,Monday,November,Morning
10-11-2025,Transaction at PharmEasy,5290.71,Healthcare,UPI,Kolkata,Credit Card,Debit,Desktop,INR,Service,No,Monday,November,Afternoon
10-11-2025,Transaction at Taco Bell,496.72,Food,Credit Card,Chennai,Savings,Debit,POS Terminal,INR,Restaurant,No,Monday,November,Evening
10-11-2025,Transaction at AirAsia,3292.84,Travel,Net Banking,Kolkata,Salary,Debit,Mobile,INR,Service,Yes,Monday,November,Morning
10-11-2025,Transaction at Burger King,406.97,Food,Net Banking,Kolkata,Current,Debit,POS Terminal,INR,Restaurant,No,Monday,November,Morning
10-11-2025,Transaction at 1mg,7879.32,Healthcare,Debit Card,Delhi,Salary,Debit,Mobile,INR,Service,No,Monday,November,Night
10-11-2025,Transaction at JioMart,1994.04,Grocery,Credit Card,Delhi,Credit Card,Debit,Desktop,INR,Retail,No,Monday,November,Afternoon
11-11-2025,Transaction at Pepperfry,1846.59,Online Shopping,Credit Card,Delhi,Savings,Debit,Desktop,INR,Online Store,No,Tuesday,November,Evening
11-11-2025,Transaction at IndiGo,8661.39,Travel,Net Banking,Delhi,Credit Card,Debit,Mobile,INR,Service,Yes,Tuesday,November,Morning
11-11-2025,Transaction at Aster,952.07,Healthcare,Credit Card,Pune,Credit Card,Debit,Desktop,INR,Service,Yes,Tuesday,November,Night
11-11-2025,Transaction at Water Board,4291.7,Bills,Debit Card,Kolkata,Current,Debit,Mobile,INR,Service,No,Tuesday,November,Morning
11-11-2025,Transaction at Adidas,3888.67,Clothing,Net Banking,Hyderabad,Credit Card,Debit,Mobile,INR,Retail,No,Tuesday,November,Evening
11-11-2025,Transaction at Yatra,6725.91,Travel,Debit Card,Kolkata,Savings,Debit,POS Terminal,INR,Service,Yes,Tuesday,November,Night
11-11-2025,Transaction at Aha,99.83,Entertainment,Debit Card,Chennai,Current,Debit,Mobile,INR,Subscription,No,Tuesday,November,Night
11-11-2025,Transaction at Nike,2669.31,Clothing,Net Banking,Delhi,Salary,Debit,Mobile,INR,Retail,No,Tuesday,November,Evening
11-11-2025,Transaction at Metro Rail,1889.08,Transport,UPI,Delhi,Credit Card,Debit,POS Terminal,INR,Service,Yes,Tuesday,November,Morning
11-11-2025,Transaction at Goibibo,7061.66,Travel,Net Banking,Chennai,Savings,Debit,Desktop,INR,Service,Yes,Tuesday,November,Evening
11-11-2025,Transaction at A2B,433.52,Food,Net Banking,Bangalore,Savings,Debit,Mobile,INR,Restaurant,Yes,Tuesday,November,Afternoon
11-11-2025,Transaction at Rapido,498.47,Transport,Net Banking,Bangalore,Savings,Debit,Desktop,INR,Service,No,Tuesday,November,Night
11-11-2025,Transaction at BigBazaar,3535.7,Grocery,Debit Card,Delhi,Credit Card,Debit,Mobile,INR,Retail,Yes,Tuesday,November,Afternoon
11-11-2025,Transaction at H&M,3705.48,Clothing,Debit Card,Kolkata,Salary,Debit,POS Terminal,INR,Retail,Yes,Tuesday,November,Morning
11-11-2025,Transaction at Subway,448.13,Food,Debit Card,Kolkata,Savings,Debit,POS Terminal,INR,Restaurant,Yes,Tuesday,November,Night
11-11-2025,Transaction at Amazon Prime,734.31,Entertainment,Net Banking,Mumbai,Savings,Debit,POS Terminal,INR,Subscription,No,Tuesday,November,Night
11-11-2025,Transaction at Wrogn,683.09,Clothing,Credit Card,Hyderabad,Credit Card,Debit,Desktop,INR,Retail,No,Tuesday,November,Afternoon
11-11-2025,Transaction at Starbucks,519.46,Food,Debit Card,Bangalore,Salary,Debit,Mobile,INR,Restaurant,Yes,Tuesday,November,Night
11-11-2025,Transaction at US Polo,699.46,Clothing,UPI,Hyderabad,Credit Card,Debit,POS Terminal,INR,Retail,Yes,Tuesday,November,Afternoon
12-11-2025,Transaction at YouTube Premium,575.9,Entertainment,Credit Card,Mumbai,Savings,Debit,Mobile,INR,Subscription,Yes,Wednesday,November,Night
12-11-2025,Transaction at BigBazaar,3366.42,Grocery,Debit Card,Bangalore,Savings,Debit,POS Terminal,INR,Retail,Yes,Wednesday,November,Evening
12-11-2025,Transaction at Cream Stone,220.74,Food,UPI,Mumbai,Credit Card,Debit,Desktop,INR,Restaurant,Yes,Wednesday,November,Morning
12-11-2025,Transaction at SonyLiv,965.61,Entertainment,Net Banking,Mumbai,Current,Debit,POS Terminal,INR,Subscription,Yes,Wednesday,November,Morning
12-11-2025,Transaction at Spencers,4478.31,Grocery,UPI,Delhi,Current,Debit,POS Terminal,INR,Retail,Yes,Wednesday,November,Morning
12-11-2025,Transaction at Amazon Prime,535.24,Entertainment,Debit Card,Mumbai,Current,Debit,Mobile,INR,Subscription,Yes,Wednesday,November,Morning
12-11-2025,Transaction at Spencers,2613.92,Grocery,Net Banking,Chennai,Savings,Debit,Desktop,INR,Retail,No,Wednesday,November,Afternoon
12-11-2025,Transaction at Netmeds,3336.29,Healthcare,Credit Card,Kolkata,Savings,Debit,POS Terminal,INR,Service,Yes,Wednesday,November,Evening
12-11-2025,Transaction at Metro Rail,1479.82,Transport,UPI,Hyderabad,Current,Debit,Mobile,INR,Service,No,Wednesday,November,Evening
13-11-2025,Transaction at ACT Fibernet,3667.24,Bills,Credit Card,Hyderabad,Current,Debit,Desktop,INR,Service,Yes,Thursday,November,Night
13-11-2025,Transaction at Vodafone Idea,1254.93,Bills,Credit Card,Chennai,Savings,Debit,Mobile,INR,Service,No,Thursday,November,Morning
13-11-2025,Transaction at BSNL,5879.82,Bills,Debit Card,Delhi,Credit Card,Debit,Desktop,INR,Service,No,Thursday,November,Night
13-11-2025,Transaction at Vodafone Idea,3300.38,Bills,Credit Card,Pune,Savings,Debit,Desktop,INR,Service,No,Thursday,November,Night
13-11-2025,Transaction at KFC,844.53,Food,Net Banking,Bangalore,Current,Debit,Desktop,INR,Restaurant,No,Thursday,November,Evening
13-11-2025,Transaction at Fortis,9419.57,Healthcare,Net Banking,Pune,Credit Card,Debit,Mobile,INR,Service,Yes,Thursday,November,Evening
13-11-2025,Transaction at BigBazaar,283.91,Grocery,Debit Card,Bangalore,Current,Debit,POS Terminal,INR,Retail,Yes,Thursday,November,Evening
13-11-2025,Transaction at Ajio,6414.89,Online Shopping,UPI,Kolkata,Salary,Debit,POS Terminal,INR,Online Store,No,Thursday,November,Morning
13-11-2025,Transaction at More Supermarket,4426.22,Grocery,Debit Card,Bangalore,Current,Debit,Mobile,INR,Retail,Yes,Thursday,November,Evening
13-11-2025,Transaction at Biba,3577.56,Clothing,Debit Card,Kolkata,Credit Card,Debit,Mobile,INR,Retail,Yes,Thursday,November,Night
14-11-2025,Transaction at Pizza Hut,565.33,Food,UPI,Chennai,Savings,Debit,POS Terminal,INR,Restaurant,No,Friday,November,Morning
14-11-2025,Transaction at Woodland,3342.81,Clothing,Credit Card,Hyderabad,Current,Debit,Mobile,INR,Retail,Yes,Friday,November,Morning
14-11-2025,Transaction at Myntra,9534.27,Online Shopping,Debit Card,Chennai,Savings,Debit,Desktop,INR,Online Store,No,Friday,November,Night
14-11-2025,Transaction at SonyLiv,940.34,Entertainment,UPI,Kolkata,Salary,Debit,Mobile,INR,Subscription,No,Friday,November,Morning
14-11-2025,Transaction at Hotstar,189.11,Entertainment,Net Banking,Chennai,Current,Debit,Mobile,INR,Subscription,Yes,Friday,November,Morning
14-11-2025,Transaction at Yulu Bikes,1730.26,Transport,Net Banking,Kolkata,Savings,Debit,Mobile,INR,Service,Yes,Friday,November,Night
14-11-2025,Transaction at Vodafone Idea,4328.55,Bills,Net Banking,Bangalore,Credit Card,Debit,POS Terminal,INR,Service,Yes,Friday,November,Night
14-11-2025,Transaction at MedPlus,649.9,Healthcare,UPI,Pune,Credit Card,Debit,POS Terminal,INR,Service,No,Friday,November,Afternoon
14-11-2025,Transaction at Fortis,3157.72,Healthcare,Debit Card,Delhi,Current,Debit,POS Terminal,INR,Service,Yes,Friday,November,Evening
14-11-2025,Transaction at Star Bazaar,1689.47,Grocery,Credit Card,Hyderabad,Current,Debit,Mobile,INR,Retail,Yes,Friday,November,Night
14-11-2025,Transaction at Reliance Fresh,3668.97,Grocery,Net Banking,Mumbai,Savings,Debit,Mobile,INR,Retail,Yes,Friday,November,Night
14-11-2025,Transaction at Pizza Hut,626.46,Food,Net Banking,Mumbai,Credit Card,Debit,Desktop,INR,Restaurant,No,Friday,November,Night
14-11-2025,Transaction at CloudNine,6432.41,Healthcare,Net Banking,Pune,Current,Debit,POS Terminal,INR,Service,Yes,Friday,November,Morning
14-11-2025,Transaction at Allen Solly,6372.78,Clothing,UPI,Kolkata,Salary,Debit,Mobile,INR,Retail,No,Friday,November,Night
14-11-2025,Transaction at Air India,1130.03,Travel,Debit Card,Hyderabad,Salary,Debit,Desktop,INR,Service,Yes,Friday,November,Evening
14-11-2025,Transaction at Rapido,499.69,Transport,Net Banking,Delhi,Credit Card,Debit,Desktop,INR,Service,No,Friday,November,Morning
14-11-2025,Transaction at Air India,6837.32,Travel,UPI,Kolkata,Salary,Debit,Mobile,INR,Service,Yes,Friday,November,Night
14-11-2025,Transaction at US Polo,1185.75,Clothing,UPI,Mumbai,Savings,Debit,Mobile,INR,Retail,Yes,Friday,November,Evening
14-11-2025,Transaction at Starbucks,338.06,Food,Credit Card,Chennai,Savings,Debit,Mobile,INR,Restaurant,No,Friday,November,Evening
14-11-2025,Transaction at Saravana Bhavan,878.04,Food,Credit Card,Delhi,Credit Card,Debit,Mobile,INR,Restaurant,Yes,Friday,November,Evening
15-11-2025,Transaction at Rapido,228.04,Transport,UPI,Pune,Current,Debit,Mobile,INR,Service,No,Saturday,November,Morning
15-11-2025,Transaction at Spencers,3816.78,Grocery,Net Banking,Mumbai,Credit Card,Debit,Desktop,INR,Retail,No,Saturday,November,Evening
15-11-2025,Transaction at H&M,4074.32,Clothing,Credit Card,Bangalore,Current,Debit,Mobile,INR,Retail,No,Saturday,November,Morning
15-11-2025,Transaction at RedBus,398.65,Transport,Credit Card,Hyderabad,Savings,Debit,POS Terminal,INR,Service,No,Saturday,November,Evening
15-11-2025,Transaction at Aha,532.71,Entertainment,Debit Card,Mumbai,Current,Debit,POS Terminal,INR,Subscription,Yes,Saturday,November,Morning
15-11-2025,Transaction at Pantaloons,4576.88,Clothing,Net Banking,Bangalore,Savings,Debit,Desktop,INR,Retail,Yes,Saturday,November,Night
15-11-2025,Transaction at DMart,2404.45,Grocery,Debit Card,Delhi,Credit Card,Debit,Mobile,INR,Retail,Yes,Saturday,November,Night
15-11-2025,Transaction at US Polo,6791.85,Clothing,Net Banking,Mumbai,Credit Card,Debit,Mobile,INR,Retail,No,Saturday,November,Afternoon
15-11-2025,Transaction at Levis,2678.87,Clothing,Credit Card,Chennai,Credit Card,Debit,POS Terminal,INR,Retail,Yes,Saturday,November,Afternoon
15-11-2025,Transaction at Yulu Bikes,697.1,Transport,Net Banking,Mumbai,Savings,Debit,Mobile,INR,Service,No,Saturday,November,Night
15-11-2025,Transaction at Nykaa,6074.51,Online Shopping,Credit Card,Kolkata,Credit Card,Debit,Mobile,INR,Online Store,Yes,Saturday,November,Morning
15-11-2025,Transaction at YouTube Premium,173.75,Entertainment,Net Banking,Delhi,Credit Card,Debit,POS Terminal,INR,Subscription,No,Saturday,November,Afternoon
15-11-2025,Transaction at Zee5,437.88,Entertainment,Net Banking,Delhi,Salary,Debit,Mobile,INR,Subscription,Yes,Saturday,November,Evening
16-11-2025,Transaction at Puma,7927.64,Clothing,Debit Card,Kolkata,Current,Debit,Mobile,INR,Retail,No,Sunday,November,Night
16-11-2025,Transaction at Paradise Biryani,648.24,Food,Debit Card,Hyderabad,Credit Card,Debit,POS Terminal,INR,Restaurant,No,Sunday,November,Evening
16-11-2025,Transaction at Hotstar,868.53,Entertainment,UPI,Chennai,Credit Card,Debit,POS Terminal,INR,Subscription,No,Sunday,November,Afternoon
16-11-2025,Transaction at Pantaloons,5357.58,Clothing,UPI,Bangalore,Savings,Debit,Mobile,INR,Retail,No,Sunday,November,Evening
16-11-2025,Transaction at Star Bazaar,1089.15,Grocery,UPI,Mumbai,Current,Debit,Desktop,INR,Retail,No,Sunday,November,Evening
16-11-2025,Transaction at Subway,887.85,Food,Credit Card,Hyderabad,Salary,Debit,Mobile,INR,Restaurant,Yes,Sunday,November,Morning
16-11-2025,Transaction at More Supermarket,1561.63,Grocery,UPI,Kolkata,Salary,Debit,Desktop,INR,Retail,Yes,Sunday,November,Afternoon
16-11-2025,Transaction at Cream Stone,654.92,Food,Net Banking,Hyderabad,Credit Card,Debit,Desktop,INR,Restaurant,Yes,Sunday,November,Afternoon
16-11-2025,Transaction at Saravana Bhavan,1193.94,Food,Net Banking,Mumbai,Current,Debit,Desktop,INR,Restaurant,No,Sunday,November,Morning
16-11-2025,Transaction at Meesho,4206.11,Online Shopping,Net Banking,Pune,Savings,Debit,Desktop,INR,Online Store,No,Sunday,November,Afternoon
16-11-2025,Transaction at Woodland,2103.33,Clothing,Debit Card,Pune,Credit Card,Debit,Desktop,INR,Retail,Yes,Sunday,November,Night
16-11-2025,Transaction at Nykaa,2888.72,Online Shopping,Debit Card,Bangalore,Salary,Debit,Desktop,INR,Online Store,No,Sunday,November,Evening
16-11-2025,Transaction at More Supermarket,1096.19,Grocery,Net Banking,Kolkata,Credit Card,Debit,Desktop,INR,Retail,Yes,Sunday,November,Night
17-11-2025,Transaction at YouTube Premium,528.73,Entertainment,UPI,Kolkata,Credit Card,Debit,POS Terminal,INR,Subscription,No,Monday,November,Afternoon
17-11-2025,Transaction at Apple Music,413.32,Entertainment,Credit Card,Hyderabad,Salary,Debit,Mobile,INR,Subscription,Yes,Monday,November,Morning
17-11-2025,Transaction at Spencers,4701.55,Grocery,Net Banking,Delhi,Salary,Debit,Desktop,INR,Retail,Yes,Monday,November,Night
17-11-2025,Transaction at Wrogn,6432.09,Clothing,Credit Card,Kolkata,Current,Debit,Desktop,INR,Retail,Yes,Monday,November,Afternoon
17-11-2025,Transaction at Ajio,343.12,Online Shopping,UPI,Chennai,Salary,Debit,Desktop,INR,Online Store,No,Monday,November,Afternoon
17-11-2025,Transaction at Burger King,700.4,Food,Debit Card,Chennai,Current,Debit,POS Terminal,INR,Restaurant,Yes,Monday,November,Afternoon
17-11-2025,Transaction at Spotify,180.11,Entertainment,Debit Card,Mumbai,Savings,Debit,Desktop,INR,Subscription,No,Monday,November,Night
17-11-2025,Transaction at Ajio,4664.51,Online Shopping,UPI,Chennai,Salary,Debit,POS Terminal,INR,Online Store,Yes,Monday,November,Afternoon
17-11-2025,Transaction at Puma,2905.34,Clothing,Credit Card,Hyderabad,Credit Card,Debit,Desktop,INR,Retail,Yes,Monday,November,Night
17-11-2025,Transaction at OYO,5172.31,Travel,Debit Card,Mumbai,Savings,Debit,Mobile,INR,Service,Yes,Monday,November,Evening
18-11-2025,Transaction at KFC,964.0,Food,Credit Card,Delhi,Current,Debit,Desktop,INR,Restaurant,No,Tuesday,November,Night
18-11-2025,Transaction at Pizza Hut,586.05,Food,Credit Card,Hyderabad,Savings,Debit,Mobile,INR,Restaurant,Yes,Tuesday,November,Evening
18-11-2025,Transaction at Puma,1109.53,Clothing,Debit Card,Mumbai,Savings,Debit,POS Terminal,INR,Retail,Yes,Tuesday,November,Evening
18-11-2025,Transaction at Yulu Bikes,1436.56,Transport,Credit Card,Hyderabad,Salary,Debit,Desktop,INR,Service,Yes,Tuesday,November,Evening
18-11-2025,Transaction at ACT Fibernet,1322.38,Bills,UPI,Kolkata,Savings,Debit,POS Terminal,INR,Service,Yes,Tuesday,November,Morning
18-11-2025,Transaction at RedBus,433.62,Transport,UPI,Pune,Current,Debit,Desktop,INR,Service,Yes,Tuesday,November,Night
18-11-2025,Transaction at Levis,4822.19,Clothing,UPI,Pune,Current,Debit,POS Terminal,INR,Retail,Yes,Tuesday,November,Afternoon
18-11-2025,Transaction at JioMart,891.86,Grocery,Net Banking,Bangalore,Current,Debit,POS Terminal,INR,Retail,Yes,Tuesday,November,Evening
18-11-2025,Transaction at Aster,5988.39,Healthcare,Debit Card,Delhi,Salary,Debit,POS Terminal,INR,Service,No,Tuesday,November,Night
18-11-2025,Transaction at Reliance Fresh,1297.41,Grocery,UPI,Pune,Salary,Debit,Mobile,INR,Retail,Yes,Tuesday,November,Morning
18-11-2025,Transaction at TNEB,4623.56,Bills,Debit Card,Hyderabad,Credit Card,Debit,Desktop,INR,Service,Yes,Tuesday,November,Afternoon
18-11-2025,Transaction at IndiGo,7252.87,Travel,Credit Card,Hyderabad,Salary,Debit,POS Terminal,INR,Service,Yes,Tuesday,November,Night
18-11-2025,Transaction at Pepperfry,1882.3,Online Shopping,Debit Card,Bangalore,Savings,Debit,Desktop,INR,Online Store,No,Tuesday,November,Evening
18-11-2025,Transaction at Apollo Hospital,8795.87,Healthcare,Credit Card,Chennai,Savings,Debit,Desktop,INR,Service,No,Tuesday,November,Afternoon
19-11-2025,Transaction at Nature's Basket,1625.7,Grocery,Net Banking,Kolkata,Current,Debit,POS Terminal,INR,Retail,No,Wednesday,November,Afternoon
19-11-2025,Transaction at More Supermarket,4618.73,Grocery,Credit Card,Delhi,Current,Debit,POS Terminal,INR,Retail,No,Wednesday,November,Morning
19-11-2025,Transaction at Rapido,365.48,Transport,UPI,Pune,Credit Card,Debit,Desktop,INR,Service,No,Wednesday,November,Evening
19-11-2025,Transaction at ACT Fibernet,5542.36,Bills,Debit Card,Mumbai,Savings,Debit,Desktop,INR,Service,No,Wednesday,November,Afternoon
19-11-2025,Transaction at Water Board,1751.67,Bills,UPI,Chennai,Salary,Debit,Desktop,INR,Service,No,Wednesday,November,Morning
19-11-2025,Transaction at YouTube Premium,505.05,Entertainment,UPI,Hyderabad,Salary,Debit,POS Terminal,INR,Subscription,Yes,Wednesday,November,Morning
19-11-2025,Transaction at Air India,3599.75,Travel,UPI,Hyderabad,Current,Debit,Desktop,INR,Service,No,Wednesday,November,Night
19-11-2025,Transaction at Air India,3135.92,Travel,Credit Card,Kolkata,Current,Debit,Desktop,INR,Service,Yes,Wednesday,November,Afternoon
19-11-2025,Transaction at Nykaa,7607.1,Online Shopping,Net Banking,Delhi,Credit Card,Debit,Desktop,INR,Online Store,No,Wednesday,November,Evening
19-11-2025,Transaction at Starbucks,1493.72,Food,Debit Card,Kolkata,Salary,Debit,POS Terminal,INR,Restaurant,Yes,Wednesday,November,Morning
19-11-2025,Transaction at BSNL,4683.39,Bills,UPI,Hyderabad,Salary,Debit,Desktop,INR,Service,Yes,Wednesday,November,Evening
19-11-2025,Transaction at Puma,2483.25,Clothing,Credit Card,Hyderabad,Salary,Debit,POS Terminal,INR,Retail,No,Wednesday,November,Night
19-11-2025,Transaction at DMart,4783.12,Grocery,Credit Card,Bangalore,Salary,Debit,Desktop,INR,Retail,No,Wednesday,November,Morning
19-11-2025,Transaction at CloudNine,4343.22,Healthcare,Debit Card,Mumbai,Salary,Debit,Mobile,INR,Service,No,Wednesday,November,Afternoon
19-11-2025,Transaction at Yulu Bikes,1836.74,Transport,Credit Card,Hyderabad,Credit Card,Debit,Mobile,INR,Service,No,Wednesday,November,Morning
19-11-2025,Transaction at Taco Bell,666.0,Food,Credit Card,Chennai,Savings,Debit,Mobile,INR,Restaurant,Yes,Wednesday,November,Afternoon
19-11-2025,Transaction at Aha,530.69,Entertainment,Credit Card,Kolkata,Savings,Debit,Mobile,INR,Subscription,No,Wednesday,November,Afternoon
19-11-2025,Transaction at CCD,564.1,Food,UPI,Kolkata,Credit Card,Debit,Mobile,INR,Restaurant,No,Wednesday,November,Evening
19-11-2025,Transaction at ACT Fibernet,2993.98,Bills,Credit Card,Kolkata,Credit Card,Debit,POS Terminal,INR,Service,No,Wednesday,November,Night
20-11-2025,Transaction at Star Bazaar,1546.82,Grocery,UPI,Chennai,Current,Debit,POS Terminal,INR,Retail,Yes,Thursday,November,Afternoon
20-11-2025,Transaction at Aster,8174.74,Healthcare,Net Banking,Bangalore,Salary,Debit,POS Terminal,INR,Service,No,Thursday,November,Night
20-11-2025,Transaction at Dominos,571.22,Food,UPI,Bangalore,Credit Card,Debit,POS Terminal,INR,Restaurant,Yes,Thursday,November,Night
